"","x8dccsscr","x8nrsscr","x8flanker"
"3607",7.4971,117,8.1278
"3608",8.6745,117,8.091
"3609",8.1947,89,8.4352
"3610",7.48,117,7.9914
"3611",7.3,95,8.7555
"3612",7.5898,80,8.5291
"3613",7.913,111,8.5891
"3614",NA,NA,NA
"3615",NA,NA,NA
"3616",8.5505,84,9.2253
"3617",7.505,96,7.8717
"3618",7.9185,96,7.9968
"3619",7.5881,59,8.1765
"3620",NA,NA,NA
"3621",8.1652,77,8.0602
"3622",NA,NA,NA
"3623",NA,NA,NA
"3624",NA,NA,NA
"3625",NA,NA,NA
"3626",7.9423,83,8.2848
"3627",NA,NA,NA
"3628",NA,NA,NA
"3629",NA,NA,NA
"3630",8.9167,123,9.3896
"3631",NA,NA,NA
"3632",NA,NA,NA
"3633",7.0772,86,6.89
"3634",NA,NA,NA
"3635",NA,NA,NA
"3636",NA,NA,NA
"3637",NA,NA,NA
"3638",NA,NA,NA
"3639",7.8639,92,6.9868
"3640",NA,NA,NA
"3641",NA,NA,NA
"3642",NA,NA,NA
"3643",NA,NA,NA
"3644",NA,NA,NA
"3645",7.8407,95,7.9833
"3646",6.734,83,9.13179999999999
"3647",7.6348,94,8.24429999999999
"3648",7.8822,88,7.218
"3649",6.9154,105,7.4994
"3650",NA,NA,NA
"3651",7.3203,103,7.4475
"3652",7.5032,84,9.1378
"3653",7.7389,88,7.4208
"3654",7.515,96,9.1861
"3655",8.4834,109,7.272
"3656",7.8746,100,7.8458
"3657",7.8099,84,8.2028
"3658",7.294,92,8.5013
"3659",7.6928,80,6.7075
"3660",NA,NA,NA
"3661",7.2221,99,8.4256
"3662",NA,NA,NA
"3663",NA,NA,NA
"3664",8.1134,95,7.4881
"3665",7.8873,84,8.3443
"3666",NA,NA,NA
"3667",NA,NA,NA
"3668",8.8426,107,NA
"3669",NA,NA,NA
"3670",6.9717,89,6.9604
"3671",7.2699,83,7.0178
"3672",NA,NA,NA
"3673",NA,NA,NA
"3674",NA,NA,NA
"3675",7.8992,58,8.3289
"3676",NA,NA,NA
"3677",7.9163,99,8.3443
"3678",NA,NA,NA
"3679",NA,NA,NA
"3680",6.7522,110,6.0234
"3681",NA,NA,NA
"3682",7.2936,91,7.6564
"3683",5.8126,106,7.3747
"3684",8.5495,134,9.20419999999999
"3685",NA,NA,NA
"3686",7.0511,103,5.7015
"3687",8.0269,106,9.0097
"3688",7.392,106,7.752
"3689",NA,NA,NA
"3690",7.7993,97,8.0602
"3691",8.9015,84,8.091
"3692",7.175,106,7.4297
"3693",7.4758,96,2.75
"3694",6.6129,98,9.2126
"3695",7.5803,120,6.9399
"3696",8.2325,128,9.3374
"3697",7.4682,93,7.3165
"3698",NA,NA,NA
"3699",8.3934,104,8.0315
"3700",7.5324,79,7.5407
"3701",NA,NA,NA
"3702",8.1253,86,6.4317
"3703",7.3904,90,7.6468
"3704",7.6757,120,8.4384
"3705",NA,NA,NA
"3706",7.3812,96,8.1913
"3707",7.4941,63,6.8799
"3708",NA,NA,NA
"3709",NA,NA,NA
"3710",NA,NA,NA
"3711",7.8227,96,8.9401
"3712",NA,NA,NA
"3713",NA,NA,NA
"3714",NA,NA,NA
"3715",8.0809,84,7.2868
"3716",NA,NA,NA
"3717",NA,NA,NA
"3718",7.1129,105,7.6372
"3719",8.0839,104,8.9708
"3720",NA,NA,NA
"3721",7.1664,142,6.9906
"3722",7.2742,112,8.6026
"3723",5.8756,88,7.5108
"3724",8.26819999999999,109,8.7951
"3725",7.175,102,7.9243
"3726",6.9701,97,8.1709
"3727",6.3581,93,6.3885
"3728",8.6269,116,8.944
"3729",7.7387,100,8.1051
"3730",NA,NA,NA
"3731",6.8866,101,7.9751
"3732",NA,NA,NA
"3733",8.5809,102,7.8561
"3734",8.842,88,9.22099999999999
"3735",6.4997,98,8.3167
"3736",8.2354,96,7.9968
"3737",6.7522,84,7.6612
"3738",7.0774,113,7.7247
"3739",7.9384,98,8.5193
"3740",NA,NA,NA
"3741",7.5315,100,8.1136
"3742",8.1523,92,5.824
"3743",NA,NA,NA
"3744",8.5258,112,8.8872
"3745",7.642,86,8.539
"3746",8.8672,88,9.333
"3747",NA,NA,NA
"3748",8.0927,138,9.2507
"3749",7.4497,94,8.1942
"3750",7.747,116,7.0193
"3751",6.0114,84,8.21479999999999
"3752",7.9857,112,8.1079
"3753",8.1347,106,7.3682
"3754",7.7278,91,8.1023
"3755",NA,NA,NA
"3756",7.4497,111,9.077
"3757",7.8458,116,7.2595
"3758",8.1107,99,8.4256
"3759",6.6649,90,7.6976
"3760",NA,NA,NA
"3761",NA,NA,NA
"3762",7.9724,106,9.0611
"3763",8.3536,86,6.9948
"3764",8.1179,89,8.6572
"3765",9.1297,90,9.3818
"3766",6.7322,98,8.5127
"3767",NA,NA,NA
"3768",7.5338,114,8.168
"3769",NA,NA,NA
"3770",8.6919,117,8.5623
"3771",8.1971,90,6.6464
"3772",8.3256,114,9.0136
"3773",7.58,91,8.9401
"3774",6.9604,103,8.5357
"3775",7.8179,104,9.0372
"3776",7.3745,118,7.7972
"3777",7.5057,87,8.21479999999999
"3778",NA,NA,NA
"3779",NA,NA,NA
"3780",NA,NA,NA
"3781",6.6643,95,5.379
"3782",NA,NA,NA
"3783",7.5146,104,8.1136
"3784",NA,NA,NA
"3785",NA,NA,NA
"3786",8.2863,109,8.8835
"3787",8.1673,156,9.2084
"3788",NA,NA,NA
"3789",7.8324,74,8.5523
"3790",6.9515,100,7.7395
"3791",9.0052,96,6.1765
"3792",8.1767,109,9.14189999999999
"3793",8.0956,117,8.5193
"3794",7.1303,101,5.9025
"3795",7.8583,106,8.9135
"3796",5.6472,107,7.3616
"3797",7.913,110,7.6324
"3798",7.9349,62,8.5589
"3799",NA,NA,NA
"3800",7.1444,95,7.9216
"3801",8.0927,92,8.7165
"3802",8.6846,96,7.2469
"3803",7.9968,101,8.4035
"3804",NA,NA,NA
"3805",7.6295,97,8.4834
"3806",NA,NA,NA
"3807",5.6716,80,8.4004
"3808",8.539,106,8.4035
"3809",7.2914,103,7.4655
"3810",7.2177,89,7.1368
"3811",NA,NA,NA
"3812",8.207,91,7.6205
"3813",7.5269,81,8.8797
"3814",7.0329,89,7.3834
"3815",NA,NA,NA
"3816",7.1548,115,7.2636
"3817",NA,NA,NA
"3818",NA,NA,NA
"3819",7.5968,95,8.9098
"3820",NA,NA,NA
"3821",7.3226,83,6.545
"3822",NA,NA,NA
"3823",6.9504,87,8.3412
"3824",7.9216,99,7.443
"3825",7.3642,80,7.8639
"3826",7.7299,86,8.3075
"3827",7.637,107,9.1297
"3828",7.8381,109,7.8587
"3829",8.14629999999999,59,8.0297
"3830",8.091,108,8.4899
"3831",NA,NA,NA
"3832",7.6062,118,7.1913
"3833",8.5701,109,8.6195
"3834",7.9084,127,9.052
"3835",6.4661,61,5.672
"3836",6.9157,89,7.443
"3837",NA,NA,NA
"3838",6.8914,99,7.5616
"3839",NA,NA,NA
"3840",7.5778,91,8.4193
"3841",7.0325,80,8.3106
"3842",NA,NA,NA
"3843",7.0295,99,6.0626
"3844",7.5726,101,7.6806
"3845",7.8059,105,8.8463
"3846",NA,NA,NA
"3847",NA,NA,NA
"3848",NA,NA,NA
"3849",NA,NA,NA
"3850",NA,NA,NA
"3851",NA,NA,NA
"3852",7.0019,84,7.4164
"3853",6.9367,87,9.2716
"3854",8.8512,118,7.9617
"3855",8.6676,108,8.6745
"3856",5.8581,88,8.5029
"3857",NA,NA,NA
"3858",NA,NA,NA
"3859",7.412,92,8.4511
"3860",NA,NA,NA
"3861",NA,NA,NA
"3862",8.2959,134,8.2206
"3863",6.6491,72,6.7455
"3864",7.3571,98,7.747
"3865",7.0523,83,8.2384
"3866",7.9829,100,8.4256
"3867",7.4108,83,8.27729999999999
"3868",NA,NA,NA
"3869",7.3104,87,7.479
"3870",7.8746,101,8.5857
"3871",7.8432,93,7.8074
"3872",7.8351,105,5.2775
"3873",NA,NA,NA
"3874",4,85,4.125
"3875",7.202,97,9.2808
"3876",NA,NA,NA
"3877",7.3922,102,7.9269
"3878",NA,NA,NA
"3879",7.1589,84,6.8699
"3880",7.8355,102,8.4996
"3881",NA,NA,NA
"3882",NA,NA,NA
"3883",8.428,127,8.967
"3884",NA,NA,NA
"3885",NA,NA,NA
"3886",NA,NA,NA
"3887",NA,NA,NA
"3888",7.1893,74,7.5739
"3889",7.8255,86,8.3381
"3890",NA,NA,NA
"3891",NA,NA,NA
"3892",NA,NA,NA
"3893",7.3058,102,6.2702
"3894",7.3348,130,8.2384
"3895",8.9274,106,9.5762
"3896",9.0135,102,6.3223
"3897",7.3595,89,8.3167
"3898",NA,NA,NA
"3899",NA,NA,NA
"3900",7.8639,93,5.5767
"3901",6.8668,105,7.7595
"3902",NA,NA,NA
"3903",7.6228,97,7.4164
"3904",NA,NA,NA
"3905",7.4673,92,7.0951
"3906",NA,NA,NA
"3907",7.0755,82,7.0618
"3908",7.6372,94,7.5407
"3909",6.8713,103,8.0966
"3910",8.2306,121,9.4051
"3911",8.6161,98,8.0352
"3912",4,98,6.4724
"3913",7.4994,88,7.1629
"3914",7.8074,91,7.767
"3915",7.875,146,9.2937
"3916",7.075,90,8.9022
"3917",NA,NA,NA
"3918",7.1292,89,8.1709
"3919",7.6928,109,8.3629
"3920",6.687,91,6.742
"3921",7.7415,97,8.4704
"3922",5.9763,91,8.366
"3923",8.4594,99,9.0891
"3924",7.8048,140,7.9617
"3925",8.3649,84,8.078
"3926",NA,NA,NA
"3927",8.3261,93,7.747
"3928",NA,NA,NA
"3929",3.75,92,7.4789
"3930",7.5604,103,9.1551
"3931",8.14,91,9.0811
"3932",NA,NA,NA
"3933",7.5849,100,7.0521
"3934",NA,NA,NA
"3935",7.3551,85,8.1594
"3936",NA,NA,NA
"3937",8.5809,71,9.6738
"3938",8.6229,97,8.1507
"3939",6.5366,102,7.8125
"3940",6.2815,81,8.5198
"3941",6.9661,91,8.4544
"3942",NA,NA,NA
"3943",8.1917,79,8.0713
"3944",6.8486,95,8.24429999999999
"3945",8.432,105,8.7024
"3946",6.9899,79,7.379
"3947",6.9213,80,7.2036
"3948",7.1646,81,6.3815
"3949",NA,NA,NA
"3950",7.541,97,6.4085
"3951",NA,NA,NA
"3952",8.8304,128,8.9631
"3953",NA,NA,NA
"3954",7.215,126,8.7791
"3955",7.3987,90,8.2533
"3956",NA,NA,NA
"3957",NA,NA,NA
"3958",9.0179,102,7.2421
"3959",NA,NA,NA
"3960",8.671,85,7.666
"3961",6.2653,99,7.0443
"3962",6.9157,61,7.3443
"3963",NA,NA,NA
"3964",8.1221,95,8.2266
"3965",NA,NA,NA
"3966",NA,NA,NA
"3967",8.4098,97,8.6198
"3968",8.1947,99,8.74839999999999
"3969",6.1385,79,7.4722
"3970",NA,NA,NA
"3971",NA,NA,NA
"3972",NA,NA,NA
"3973",6.2557,62,8.5523
"3974",7.7887,104,7.742
"3975",NA,NA,NA
"3976",NA,NA,NA
"3977",8.3274,116,7.9269
"3978",NA,NA,NA
"3979",7.2859,108,9.2168
"3980",NA,NA,NA
"3981",NA,NA,NA
"3982",NA,NA,NA
"3983",7.199,104,7.0059
"3984",NA,NA,NA
"3985",NA,NA,NA
"3986",8.8431,93,9.77489999999999
"3987",8.0938,86,8.1393
"3988",7.3703,74,7.6015
"3989",7.2022,109,7.8827
"3990",7.1116,83,5.8731
"3991",NA,NA,NA
"3992",8.3567,95,7.8921
"3993",7.9547,102,7.7896
"3994",8.4899,96,7.8286
"3995",8.4861,102,9.1502
"3996",7.1851,81,8.2266
"3997",NA,NA,NA
"3998",NA,NA,NA
"3999",8.03799999999999,121,8.2001
"4000",8.3326,143,7.8795
"4001",7.9083,115,7.9084
"4002",7.3046,94,6.9511
"4003",7.39,110,8.6195
"4004",NA,NA,NA
"4005",8.0332,75,8.8096
"4006",6.4708,95,7.105
"4007",7.8458,105,8.5523
"4008",8.4824,90,7.249
"4009",7.8993,100,8.5739
"4010",8.4402,108,8.1613
"4011",7.1733,114,8.3691
"4012",8.1652,107,7.5108
"4013",7.5269,114,7.9914
"4014",6.7904,93,7.2407
"4015",NA,NA,NA
"4016",7.5195,82,7.0794
"4017",NA,NA,NA
"4018",6.46,93,7.8587
"4019",8.29429999999999,107,8.7235
"4020",8.3136,125,8.6849
"4021",8.2924,88,7.8979
"4022",NA,NA,NA
"4023",7.0622,101,7.2449
"4024",6.1329,97,8.0132
"4025",6.8111,86,7.3682
"4026",7.6754,84,7.7206
"4027",7.1771,106,8.4161
"4028",7.5991,92,7.1771
"4029",7.7076,97,6.7366
"4030",NA,NA,NA
"4031",NA,NA,NA
"4032",6.6771,90,8.03799999999999
"4033",8.0225,111,8.3784
"4034",7.1012,85,7.0833
"4035",7.169,117,8.4866
"4036",NA,NA,NA
"4037",7.5281,96,8.1594
"4038",8.944,106,8.4447
"4039",7.5258,97,9.04119999999999
"4040",NA,NA,NA
"4041",7.7415,124,8.1565
"4042",8.1917,88,7.5997
"4043",7.5968,90,7.9483
"4044",7.6324,114,7.1228
"4045",9.0811,106,8.9965
"4046",7.4134,74,8.3567
"4047",NA,98,8.0288
"4048",NA,NA,NA
"4049",NA,NA,NA
"4050",8.1378,114,8.6884
"4051",NA,NA,NA
"4052",8.03799999999999,102,9.1378
"4053",7.967,87,6.5137
"4054",7.3468,90,7.557
"4055",7.717,77,8.0966
"4056",7.8622,95,7.8355
"4057",8.8985,96,8.3815
"4058",NA,NA,NA
"4059",NA,NA,NA
"4060",NA,NA,NA
"4061",NA,NA,NA
"4062",NA,NA,NA
"4063",NA,NA,NA
"4064",7.9379,90,8.3136
"4065",8.725,110,9.4819
"4066",8.4608,84,8.8096
"4067",NA,NA,NA
"4068",NA,NA,NA
"4069",NA,NA,NA
"4070",8.6815,105,8.464
"4071",8.8849,100,7.7947
"4072",7.6069,103,7.7272
"4073",9.0394,95,8.4544
"4074",NA,NA,NA
"4075",7.3315,89,8.6059
"4076",NA,NA,NA
"4077",8.6198,83,9.1796
"4078",8.4176,92,8.5423
"4079",NA,NA,NA
"4080",7.1611,103,7.5824
"4081",NA,NA,NA
"4082",NA,NA,NA
"4083",8.7121,101,7.8639
"4084",NA,NA,NA
"4085",6.5243,93,7.9163
"4086",9.0568,111,8.9661
"4087",6.8827,91,7.4881
"4088",8.8569,108,9.3893
"4089",6.3031,101,8.005
"4090",6.9906,90,5.5549
"4091",6.7437,106,5.564
"4092",7.354,91,7.0813
"4093",6.4629,62,5.4072
"4094",NA,NA,NA
"4095",NA,NA,NA
"4096",7.2077,96,8.64
"4097",8.1079,69,7.3573
"4098",NA,NA,NA
"4099",NA,NA,NA
"4100",8.3662,116,6.9343
"4101",7.4881,70,7.9322
"4102",7.7595,104,7.4542
"4103",NA,NA,NA
"4104",NA,NA,NA
"4105",6.0667,83,7.3272
"4106",NA,NA,NA
"4107",NA,NA,NA
"4108",9.1012,129,9.2465
"4109",7.0745,87,5.6543
"4110",NA,NA,NA
"4111",7.7025,103,8.0269
"4112",5.4197,78,6.018
"4113",6.9856,95,5.588
"4114",8.0986,112,8.3294
"4115",8.8864,100,8.9747
"4116",NA,NA,NA
"4117",NA,NA,NA
"4118",8.6223,99,7.8484
"4119",7.7197,96,7.777
"4120",6.9116,85,8.016
"4121",7.5849,130,8.2984
"4122",NA,NA,NA
"4123",7.9384,86,8.5324
"4124",7.8921,100,7.8458
"4125",7.7025,97,8.4447
"4126",8.0159,110,8.8242
"4127",NA,NA,NA
"4128",NA,NA,NA
"4129",7.1089,111,8.4964
"4130",NA,NA,NA
"4131",7.418,88,6.0958
"4132",7.3515,91,7.6252
"4133",NA,NA,NA
"4134",8.1335,92,8.7168
"4135",7.4978,107,6.7787
"4136",7.7389,111,6.5572
"4137",7.099,95,8.74479999999999
"4138",7.7333,103,6.5329
"4139",7.9379,105,7.3143
"4140",7.9216,103,7.9376
"4141",8.12829999999999,112,8.8947
"4142",7.2077,113,8.016
"4143",7.6218,92,7.9805
"4144",NA,NA,NA
"4145",8.6091,86,6.3536
"4146",NA,NA,NA
"4147",NA,NA,NA
"4148",7.2766,90,8.2295
"4149",7.8587,97,6.6031
"4150",NA,NA,NA
"4151",6.813,89,6.9548
"4152",8.0547,94,8.4193
"4153",NA,NA,NA
"4154",NA,NA,NA
"4155",NA,NA,NA
"4156",NA,NA,NA
"4157",7.0304,94,8.5756
"4158",7.7887,99,8.5757
"4159",7.1407,113,8.0187
"4160",8.24719999999999,89,8.2924
"4161",7.3209,96,8.1594
"4162",8.203,116,7.9536
"4163",6.651,81,6.9887
"4164",8.2334,114,9.6788
"4165",7.1609,111,7.5709
"4166",6.925,138,8.63719999999999
"4167",7.0018,126,7.3336
"4168",NA,NA,NA
"4169",9.0416,92,9.0179
"4170",7.5756,100,8.7915
"4171",6.9393,111,7.8769
"4172",NA,NA,NA
"4173",8.9941,84,8.0769
"4174",NA,NA,NA
"4175",7.9094,108,8.8279
"4176",NA,NA,NA
"4177",7.1019,83,9.3374
"4178",NA,NA,NA
"4179",8.2593,125,8.2266
"4180",8.5634,111,9.2593
"4181",NA,NA,NA
"4182",NA,NA,NA
"4183",7.48,93,7.3122
"4184",8.0667,108,8.9173
"4185",8.0546,94,8.0629
"4186",8.14929999999999,110,8.1709
"4187",6.8286,82,7.3987
"4188",7.8664,101,7.1995
"4189",NA,NA,NA
"4190",7.8447,106,8.4945
"4191",NA,NA,NA
"4192",NA,NA,NA
"4193",7.1301,84,8.5689
"4194",8.14429999999999,111,8.4416
"4195",6.6248,97,8.2354
"4196",9.0355,93,9.0452
"4197",7.3422,86,7.5063
"4198",NA,NA,NA
"4199",6.7025,90,4.6423
"4200",NA,NA,NA
"4201",7.2821,108,8.8023
"4202",6.9661,113,7.5407
"4203",NA,NA,NA
"4204",8.6256,72,8.4834
"4205",6.675,103,7.8381
"4206",NA,NA,NA
"4207",NA,NA,NA
"4208",NA,NA,NA
"4209",8.9884,106,8.7915
"4210",7.4186,91,7.1872
"4211",6.7631,94,9.1861
"4212",NA,NA,NA
"4213",8.7878,93,8.4289
"4214",8.4841,83,8.6719
"4215",7.5229,91,7.7321
"4216",7.3583,102,8.1221
"4217",7.5472,91,8.5062
"4218",8.1709,106,8.0407
"4219",7.39,96,7.366
"4220",NA,NA,NA
"4221",8.7139,94,8.7915
"4222",6.8374,102,6.9473
"4223",8.71889999999999,100,9.0396
"4224",8.5091,61,8.5339
"4225",6.6118,113,7.1771
"4226",6.7395,60,7.4632
"4227",NA,NA,NA
"4228",NA,NA,NA
"4229",7.44,95,8.2893
"4230",9.125,103,9.0128
"4231",7.69,88,7.7972
"4232",7.6177,81,8.4035
"4233",9.5939,99,9.3024
"4234",NA,NA,NA
"4235",7.0212,86,7.6612
"4236",NA,NA,NA
"4237",8.0882,98,5.7257
"4238",6.978,90,7.2494
"4239",NA,NA,NA
"4240",NA,NA,NA
"4241",7.169,117,8.005
"4242",7.861,75,7.8743
"4243",8.307,91,8.1652
"4244",8.7194,101,9.1012
"4245",8.54869999999999,109,9.2
"4246",NA,NA,NA
"4247",NA,105,NA
"4248",7.0404,92,7.9031
"4249",6.541,111,8.27129999999999
"4250",8.19889999999999,94,9.24219999999999
"4251",NA,NA,NA
"4252",8.2009,122,8.5891
"4253",7.6536,102,8.432
"4254",8.2354,80,8.4866
"4255",7.7441,104,7.3944
"4256",NA,NA,NA
"4257",6.3989,126,8.713
"4258",7.4945,89,8.5656
"4259",NA,NA,NA
"4260",NA,NA,NA
"4261",6.5748,85,7.9296
"4262",NA,NA,NA
"4263",NA,NA,NA
"4264",6.5419,25,7.6991
"4265",7.3141,59,9.4042
"4266",6.9028,88,8.21479999999999
"4267",NA,NA,NA
"4268",NA,NA,NA
"4269",7.9751,108,8.2384
"4270",7.8278,123,8.3351
"4271",7.2009,99,5.6886
"4272",NA,NA,NA
"4273",8.5219,97,8.2255
"4274",NA,NA,NA
"4275",NA,NA,NA
"4276",8.4035,93,9.075
"4277",8.14629999999999,110,7.6228
"4278",6.5112,95,6.9608
"4279",7.52,114,8.7094
"4280",NA,NA,NA
"4281",8.3872,100,9.4866
"4282",7.8313,91,7.9697
"4283",NA,NA,NA
"4284",6.4006,116,8.72129999999999
"4285",7.895,114,8.9287
"4286",8.0285,100,8.6216
"4287",7.5507,111,8.7528
"4288",8.0994,85,9.0972
"4289",6.7212,96,7.6879
"4290",8.4931,105,8.74479999999999
"4291",NA,NA,NA
"4292",NA,NA,NA
"4293",8.0063,97,8.5652
"4294",6.6805,103,8.6127
"4295",7.5811,61,7.911
"4296",8.4349,104,8.8206
"4297",7.9031,103,7.8874
"4298",8.5456,69,8.3075
"4299",8.9249,119,8.2581
"4300",8.1916,101,8.7059
"4301",6.8272,104,7.8822
"4302",6.674,101,7.5182
"4303",8.0657,95,7.504
"4304",NA,NA,NA
"4305",6.9755,88,7.3703
"4306",7.4592,112,8.7878
"4307",7.3101,118,7.9996
"4308",NA,NA,NA
"4309",8.1884,77,7.093
"4310",NA,NA,NA
"4311",8.2354,103,8.9593
"4312",NA,NA,NA
"4313",4,97,8.6607
"4314",NA,NA,NA
"4315",NA,NA,NA
"4316",8.1456,88,8.1364
"4317",7.5803,91,7.3272
"4318",NA,NA,NA
"4319",7.4009,92,7.9563
"4320",7.4741,99,7.8201
"4321",8.569,90,9.4042
"4322",7.7074,89,8.2984
"4323",NA,NA,NA
"4324",NA,NA,NA
"4325",7.6929,107,7.9805
"4326",8.64119999999999,110,9.23009999999999
"4327",7.2496,76,8.7324
"4328",6.9339,107,7.105
"4329",NA,NA,NA
"4330",6.6523,72,8.1393
"4331",NA,NA,NA
"4332",8.5992,80,9.23189999999999
"4333",NA,NA,NA
"4334",NA,NA,NA
"4335",7.7371,99,8.9135
"4336",NA,NA,NA
"4337",NA,NA,NA
"4338",9.875,106,7.3638
"4339",6.8581,83,7.0059
"4340",NA,NA,NA
"4341",NA,NA,NA
"4342",NA,NA,NA
"4343",9.0136,89,9.625
"4344",7.4136,88,8.4384
"4345",NA,NA,NA
"4346",NA,NA,NA
"4347",6.4352,97,7.479
"4348",NA,NA,NA
"4349",NA,NA,NA
"4350",NA,NA,NA
"4351",9.0179,80,9.2036
"4352",7.7321,115,9.7904
"4353",7.9163,105,8.27129999999999
"4354",6.9721,70,6.7699
"4355",8.1364,97,7.9697
"4356",8.3099,121,9.6729
"4357",NA,NA,NA
"4358",6.917,119,8.0114
"4359",7.5829,99,7.1188
"4360",NA,NA,NA
"4361",8.2562,117,7.8048
"4362",7.2672,91,8.1051
"4363",6.5723,102,8.0769
"4364",NA,NA,NA
"4365",6.5667,87,7.6903
"4366",8.927,82,8.5958
"4367",8.2924,102,8.2893
"4368",8.9819,101,8.3629
"4369",NA,NA,NA
"4370",7.8259,106,8.4964
"4371",7.1348,119,7.9563
"4372",7.6596,89,8.4288
"4373",NA,NA,NA
"4374",8.7519,139,8.579
"4375",NA,NA,NA
"4376",8.1971,94,8.6074
"4377",NA,NA,NA
"4378",5.84,98,6.5217
"4379",NA,NA,NA
"4380",NA,NA,NA
"4381",NA,NA,NA
"4382",7.3562,99,8.6538
"4383",8.23479999999999,124,7.578
"4384",8.54869999999999,85,8.6229
"4385",NA,NA,NA
"4386",8.1797,92,7.6252
"4387",NA,NA,NA
"4388",8,76,8.3167
"4389",NA,NA,NA
"4390",2.25,97,7.767
"4391",7.5154,120,7.6252
"4392",7.3337,109,8.0023
"4393",7.1548,91,8.2623
"4394",NA,NA,NA
"4395",9.04789999999999,132,7.0521
"4396",7.4341,92,8.5723
"4397",6.2635,77,4.125
"4398",NA,NA,NA
"4399",NA,NA,NA
"4400",7.1952,104,8.7555
"4401",6.8688,110,7.5085
"4402",3.25,52,NA
"4403",7.211,107,7.8665
"4404",NA,NA,NA
"4405",NA,NA,NA
"4406",NA,NA,NA
"4407",8.7059,98,9.0931
"4408",7.4215,80,8.0435
"4409",8.4193,98,8.7235
"4410",8.4718,94,8.1797
"4411",NA,NA,NA
"4412",8.0034,102,7.6348
"4413",7.9589,93,9.0792
"4414",NA,NA,NA
"4415",NA,NA,NA
"4416",7.1832,110,8.9631
"4417",NA,NA,NA
"4418",9.1215,102,9.3068
"4419",NA,NA,NA
"4420",7.6062,112,8.4256
"4421",NA,NA,NA
"4422",7.9324,71,6.7542
"4423",NA,NA,NA
"4424",7.3209,88,8.3167
"4425",7.4835,100,6.9139
"4426",NA,NA,NA
"4427",6.4623,108,8.4384
"4428",NA,NA,NA
"4429",NA,NA,NA
"4430",8.777,127,8.7555
"4431",8.0132,116,7.8355
"4432",NA,NA,NA
"4433",7.6646,108,8.9621
"4434",7.4275,94,7.9996
"4435",NA,NA,NA
"4436",8.9762,119,8.7102
"4437",NA,NA,NA
"4438",8.6162,113,8.8685
"4439",7.5991,113,8.1023
"4440",8.0713,108,7.7821
"4441",NA,NA,NA
"4442",8.3674,68,9.6344
"4443",NA,NA,NA
"4444",8.2893,108,6.985
"4445",NA,NA,NA
"4446",NA,NA,NA
"4447",7.8665,82,7.9643
"4448",7.0874,105,8.9211
"4449",6.7011,89,8.516
"4450",7.4503,100,8.678
"4451",8.14719999999999,81,8.4225
"4452",NA,NA,NA
"4453",8.1456,107,7.443
"4454",NA,NA,NA
"4455",7.674,88,9.0851
"4456",7.8474,101,8.24099999999999
"4457",NA,NA,NA
"4458",NA,NA,NA
"4459",8.4793,110,8.8352
"4460",7.505,106,6.9717
"4461",7.7414,95,7.0815
"4462",6.5686,79,7.2825
"4463",6.8317,94,7.1448
"4464",7.5154,103,8.6229
"4465",NA,NA,NA
"4466",NA,NA,NA
"4467",6.594,103,5
"4468",NA,NA,NA
"4469",7.6903,130,7.705
"4470",7.1915,95,7.3165
"4471",7.046,87,8.3941
"4472",7.3114,98,8.1942
"4473",NA,NA,NA
"4474",8.24479999999999,105,8.8685
"4475",NA,NA,NA
"4476",NA,NA,NA
"4477",8.3106,109,8.2863
"4478",8.1452,91,8.4038
"4479",NA,NA,NA
"4480",8.8304,111,8.4193
"4481",5.9768,83,6.4193
"4482",7.004,106,8.4161
"4483",9.3639,125,8.5065
"4484",NA,NA,NA
"4485",7.2407,93,8.72
"4486",7.5898,100,8.21479999999999
"4487",NA,NA,NA
"4488",NA,NA,NA
"4489",9.1461,92,8.3815
"4490",NA,NA,NA
"4491",NA,NA,NA
"4492",NA,NA,NA
"4493",7.4632,77,7.9084
"4494",8.1331,107,8.2833
"4495",NA,NA,NA
"4496",NA,NA,NA
"4497",7.4408,126,9.6887
"4498",7.6164,80,8.0994
"4499",NA,NA,NA
"4500",NA,NA,NA
"4501",7.5466,102,7.9031
"4502",5.9939,92,6.4473
"4503",8.3844,92,7.1208
"4504",NA,NA,NA
"4505",8.3134,121,8.0407
"4506",8.0927,117,8.539
"4507",8.5687,109,8.4511
"4508",8.5547,102,7.2015
"4509",NA,NA,NA
"4510",7.2762,81,8.464
"4511",NA,NA,NA
"4512",6.7769,99,8.1738
"4513",NA,NA,NA
"4514",6.5919,107,9.1916
"4515",6.8446,126,7.4252
"4516",7.0892,99,8.24729999999999
"4517",8.6503,114,8.432
"4518",8.5423,91,8.1421
"4519",NA,NA,NA
"4520",8.3136,89,6.879
"4521",NA,NA,NA
"4522",7.52,94,7.9563
"4523",8.5038,111,9.4336
"4524",NA,NA,NA
"4525",7.543,81,7.8407
"4526",NA,NA,NA
"4527",NA,NA,NA
"4528",8.0214,88,7.5616
"4529",8.2578,88,8.3505
"4530",NA,NA,NA
"4531",6.4882,82,9.23799999999999
"4532",7.254,84,7.772
"4533",NA,NA,NA
"4534",3.875,111,7.735
"4535",7.1466,72,7.1368
"4536",8.5632,101,7.5546
"4537",8.8096,93,6.9231
"4538",6.8597,88,8.681
"4539",7.8099,103,7.9137
"4540",7.4677,108,7.747
"4541",7.2358,100,8.454
