"","x8dccsscr","x8nrsscr","x8flanker"
"10288",8.0435,86,8.4511
"10289",NA,NA,NA
"10290",6.1142,72,7.6444
"10291",NA,NA,NA
"10292",7.8126,62,8.6195
"10293",8.6737,108,8.6572
"10294",8.1623,101,7.5507
"10295",6.7104,135,5.7475
"10296",NA,NA,NA
"10297",6.7933,96,7.642
"10298",6.4551,110,7.9084
"10299",NA,NA,NA
"10300",NA,NA,NA
"10301",NA,NA,NA
"10302",NA,NA,NA
"10303",8.9211,125,8.4996
"10304",8.1298,94,7.9751
"10305",NA,NA,NA
"10306",NA,NA,NA
"10307",7.7821,96,5.2982
"10308",7.4718,100,8.5556
"10309",6.6036,101,6.6955
"10310",7.7834,90,6.2527
"10311",NA,NA,NA
"10312",8.4672,113,8.74479999999999
"10313",6.6907,100,5.4777
"10314",NA,NA,NA
"10315",NA,NA,NA
"10316",6.9556,97,8.21479999999999
"10317",NA,NA,NA
"10318",8.5908,105,9.7544
"10319",9.0047,102,8.6607
"10320",7.9031,94,7.5991
"10321",NA,NA,NA
"10322",5.9037,88,8.2893
"10323",NA,NA,NA
"10324",NA,NA,NA
"10325",7.3987,109,8.8169
"10326",7.9973,114,8.4256
"10327",NA,NA,NA
"10328",6.3868,86,7.5921
"10329",7.806,73,7.353
"10330",NA,NA,NA
"10331",7.0697,97,6.6836
"10332",7.2324,103,7.2241
"10333",7.5026,123,8.3779
"10334",3.75,23,6.3285
"10335",NA,NA,NA
"10336",7.585,88,8.6056
"10337",6.9968,93,5.1197
"10338",7.5972,99,8.4672
"10339",7.4282,118,8.9287
"10340",6.8968,97,6.7143
"10341",NA,NA,NA
"10342",7.298,89,7.7846
"10343",7.167,80,6.4961
"10344",NA,NA,NA
"10345",7.9914,97,8.2295
"10346",8.3351,96,8.5127
"10347",7.6951,89,8.5094
"10348",7.9379,112,8.3878
"10349",5.965,109,3.75
"10350",7.3769,94,8.9824
"10351",7.5435,92,6.4008
"10352",NA,NA,NA
"10353",7.3922,95,7.9084
"10354",5.4408,93,7.2221
"10355",NA,NA,NA
"10356",8.3075,74,9.219
"10357",8.5258,136,7.353
"10358",NA,NA,NA
"10359",NA,NA,NA
"10360",7.8176,80,6.9906
"10361",8.4834,92,8.7878
"10362",6.4488,111,7.6276
"10363",7.3037,85,8.678
"10364",7.5997,104,8.0938
"10365",NA,NA,NA
"10366",NA,NA,NA
"10367",5.1397,103,7.9778
"10368",8.8961,102,9.3818
"10369",NA,NA,NA
"10370",NA,NA,NA
"10371",7.0084,108,8.2295
"10372",NA,NA,NA
"10373",7.58,123,9.1215
"10374",8.0317,91,8.9782
"10375",8.5451,79,8.8985
"10376",7.5213,106,5.7894
"10377",7.2221,100,7.4587
"10378",6.8914,95,7.4903
"10379",NA,NA,NA
"10380",8.72129999999999,138,9.1053
"10381",7.7286,109,8.6332
"10382",5.7407,85,9.1833
"10383",7.7445,98,6.9925
"10384",NA,NA,NA
"10385",8.6711,82,8.8835
"10386",9.3068,105,8.6298
"10387",NA,NA,NA
"10388",NA,NA,NA
"10389",7.3534,95,7.5384
"10390",6.7149,80,5.1052
"10391",NA,NA,NA
"10392",7.3945,107,8.8023
"10393",NA,NA,NA
"10394",8.4107,109,5.6803
"10395",7.6436,103,8.0657
"10396",8.0459,92,8.8985
"10397",6.8496,97,8.3722
"10398",NA,NA,NA
"10399",NA,NA,NA
"10400",8.2954,124,8.2236
"10401",7.6129,118,8.1594
"10402",NA,NA,NA
"10403",9.0019,128,8.4306
"10404",7.4112,86,7.1368
"10405",NA,NA,NA
"10406",7.074,81,6.6632
"10407",NA,NA,NA
"10408",7.5958,95,7.5292
"10409",NA,NA,NA
"10410",9.0452,109,6.8626
"10411",7.382,91,7.2428
"10412",6.7286,87,7.4098
"10413",8.1565,86,7.9402
"10414",7.6087,84,8.5523
"10415",NA,NA,NA
"10416",6.5426,25,7.2366
"10417",8.4339,83,8.1421
"10418",6.6632,83,8.1767
"10419",8.14789999999999,94,8.1221
"10420",7.3687,105,7.423
"10421",NA,NA,NA
"10422",8.4931,99,7.5085
"10423",NA,NA,NA
"10424",NA,NA,NA
"10425",6.1496,99,4.9967
"10426",NA,NA,NA
"10427",NA,NA,NA
"10428",6.2735,98,5
"10429",3.25,92,9.875
"10430",8.9043,109,9.04119999999999
"10431",6.6887,72,5.8511
"10432",8.1607,69,7.0443
"10433",NA,NA,NA
"10434",NA,NA,NA
"10435",NA,NA,NA
"10436",8.72129999999999,100,8.5062
"10437",8.9321,102,8.72709999999999
"10438",3.75,40,8.9624
"10439",NA,NA,NA
"10440",NA,NA,NA
"10441",8.8756,102,9.154
"10442",8.4769,116,9.4681
"10443",8.2162,101,8.3228
"10444",NA,NA,NA
"10445",NA,NA,NA
"10446",6.7387,83,5.1071
"10447",7.4655,85,7.5246
"10448",8.0629,107,8.3381
"10449",7.3251,99,8.4866
"10450",NA,NA,NA
"10451",NA,NA,NA
"10452",NA,NA,NA
"10453",8.9624,88,8.5426
"10454",8.69889999999999,107,8.0546
"10455",7.6252,92,7.5719
"10456",8.553,97,8.0769
"10457",8.0651,100,8.4608
"10458",8.1082,95,8.4384
"10459",6.8141,91,5.0265
"10460",NA,86,NA
"10461",7.8979,99,9.0699
"10462",NA,NA,NA
"10463",8.3568,89,8.6607
"10464",NA,NA,NA
"10465",8.116,92,8.3847
"10466",NA,NA,NA
"10467",8.9395,91,8.69889999999999
"10468",NA,NA,NA
"10469",NA,NA,NA
"10470",NA,NA,NA
"10471",8.4211,111,8.2984
"10472",8.6504,91,8.6884
"10473",8.0157,90,8.2893
"10474",6.791,94,7.7645
"10475",7.0872,97,6.4054
"10476",7.7124,89,8.3941
"10477",8.6059,95,9.1215
"10478",7.5407,112,8.78419999999999
"10479",4,26,6.601
"10480",7.7838,92,7.0059
"10481",6.5059,102,8.3815
"10482",7.6204,91,8.4288
"10483",6.3497,24,6.5313
"10484",NA,NA,NA
"10485",NA,NA,NA
"10486",8.4098,96,8.5202
"10487",5.1966,80,8.378
"10488",NA,NA,NA
"10489",7.967,105,7.7795
"10490",5.5275,86,6.67
"10491",7.7047,81,5.284
"10492",8.1298,103,8.725
"10493",7.1097,80,8.27429999999999
"10494",8.3841,89,9.3178
"10495",7.025,109,8.4996
"10496",8.3323,107,8.4035
"10497",8.1855,93,8.7591
"10498",6.9097,86,7.2407
"10499",6.3697,83,6.6109
"10500",5.6531,92,7.5523
"10501",NA,NA,NA
"10502",8.948,80,8.9554
"10503",8.1789,105,6.9029
"10504",8.2162,84,9.1257
"10505",7.6672,100,7.7871
"10506",6.7212,106,7.8536
"10507",7.55,60,7.2428
"10508",NA,NA,NA
"10509",8.9103,99,8.5958
"10510",5.839,103,6.6768
"10511",9.1916,97,9.4042
"10512",6.9772,95,5.6684
"10513",7.6722,105,8.203
"10514",7.46,59,7.2056
"10515",7.762,94,8.8362
"10516",7.3214,94,7.5195
"10517",5.8903,94,7.7445
"10518",6.8074,97,7.4297
"10519",7.666,130,8.091
"10520",7.5638,106,8.7024
"10521",6.9444,90,8.1594
"10522",NA,NA,NA
"10523",8.5857,102,7.0404
"10524",NA,NA,NA
"10525",6.9567,121,8.0797
"10526",7.291,85,7.8407
"10527",8.3734,83,8.73629999999999
"10528",7.7074,100,8.2177
"10529",NA,NA,NA
"10530",7.3432,113,7.6928
"10531",NA,NA,NA
"10532",NA,NA,NA
"10533",7.8313,100,8.3015
"10534",NA,NA,NA
"10535",7.379,97,6.9417
"10536",6.7339,91,7.9243
"10537",NA,NA,NA
"10538",NA,NA,NA
"10539",9.5287,96,9.0254
"10540",7.9209,106,8.0994
"10541",7.9163,98,7.423
"10542",8.4256,90,8.8023
"10543",8.2366,163,9.1875
"10544",7.5122,113,7.2889
"10545",8.3685,85,9.2
"10546",7.2914,100,8.2863
"10547",NA,NA,NA
"10548",8.1378,94,7.7173
"10549",NA,NA,NA
"10550",NA,NA,NA
"10551",NA,NA,NA
"10552",8.1051,94,7.1811
"10553",7.7595,111,7.6612
"10554",8.1193,108,7.8023
"10555",NA,NA,NA
"10556",NA,NA,NA
"10557",7.7067,84,7.3143
"10558",8.6901,77,9.4087
"10559",8.444,101,8.7555
"10560",7.7075,75,8.9261
"10561",NA,NA,NA
"10562",8.3038,124,8.6127
"10563",NA,NA,NA
"10564",9.0417,102,7.9914
"10565",7.6039,106,8.1738
"10566",NA,NA,NA
"10567",8.6992,117,8.0938
"10568",7.6205,113,8.1507
"10569",NA,NA,NA
"10570",NA,NA,NA
"10571",7.3207,111,7.9536
"10572",NA,NA,NA
"10573",7.5519,107,8.0769
"10574",8.4524,114,8.9363
"10575",NA,NA,NA
"10576",7.7691,78,9.3745
"10577",NA,NA,NA
"10578",9.75,94,9.875
"10579",NA,NA,NA
"10580",7.2792,107,7.6228
"10581",8.7698,121,9.1093
"10582",NA,NA,NA
"10583",7.986,99,8.7698
"10584",NA,NA,NA
"10585",NA,NA,NA
"10586",NA,NA,NA
"10587",8.1825,132,8.6676
"10588",7.9107,110,9.259
"10589",7.8393,90,7.8355
"10590",NA,NA,NA
"10591",NA,NA,NA
"10592",7.1109,110,5.2662
"10593",NA,NA,NA
"10594",NA,NA,NA
"10595",8.7054,93,8.2954
"10596",8.4566,110,9.2837
"10597",8.1504,88,8.64119999999999
"10598",7.6228,89,7.3638
"10599",7.277,100,6.6734
"10600",3.125,94,7.9349
"10601",8.24429999999999,103,6.5172
"10602",NA,NA,NA
"10603",NA,NA,NA
"10604",7.6133,106,8.1855
"10605",7.6733,75,7.004
"10606",6.5281,86,7.325
"10607",8.4931,97,6.4677
"10608",8.1734,99,9.4773
"10609",7.9416,90,9.22099999999999
"10610",NA,NA,NA
"10611",NA,NA,NA
"10612",8.4107,106,8.5423
"10613",5.2155,101,6.6734
"10614",NA,NA,NA
"10615",NA,NA,NA
"10616",8.7892,108,8.6949
"10617",NA,NA,NA
"10618",6.688,100,5.0318
"10619",NA,NA,NA
"10620",NA,NA,NA
"10621",7.241,89,8.0938
"10622",8.3616,87,7.5663
"10623",7.8569,122,7.9833
"10624",8.0093,100,7.4252
"10625",8.1704,105,8.5029
"10626",7.8743,103,8.2236
"10627",7.8561,111,7.3725
"10628",NA,NA,NA
"10629",NA,NA,NA
"10630",NA,NA,NA
"10631",7.9324,106,8.1913
"10632",NA,NA,NA
"10633",8.2009,103,8.7698
"10634",NA,NA,NA
"10635",NA,NA,NA
"10636",5.1925,84,5.1239
"10637",NA,NA,NA
"10638",7.2528,57,8.5082
"10639",7.1388,89,8.24429999999999
"10640",NA,NA,NA
"10641",8.2891,112,9.0562
"10642",5.7898,107,8.0938
"10643",NA,NA,NA
"10644",NA,NA,NA
"10645",7.395,96,7.8561
"10646",6.4222,103,5.7053
"10647",NA,NA,NA
"10648",7.2925,88,7.919
"10649",8.0463,116,8.5456
"10650",7.0729,28,7.3944
"10651",7.3229,111,7.3037
"10652",7.8567,94,9.5052
"10653",8.486,108,9.2679
"10654",7.6395,91,8.2001
"10655",NA,NA,NA
"10656",8.2059,104,7.8227
"10657",8.74839999999999,105,7.5709
"10658",NA,NA,NA
"10659",7.1106,60,7.8432
"10660",9.875,113,9.7852
"10661",7.4475,113,8.1307
"10662",8.0721,75,7.1649
"10663",7.4747,86,7.8227
"10664",7.8882,100,7.9941
"10665",7.8393,110,8.1738
"10666",8.464,65,8.4672
"10667",6.7783,86,9.1174
"10668",6.7577,80,4.375
"10669",NA,NA,NA
"10670",7.4599,86,6.6197
"10671",6.6376,122,7.3058
"10672",6.7293,93,5.6803
"10673",NA,NA,NA
"10674",7.0602,88,8.0966
"10675",6.6481,98,8.3259
"10676",8.4356,84,8.5756
"10677",NA,NA,NA
"10678",7.2345,87,7.099
"10679",NA,NA,NA
"10680",6.0848,76,4.955
"10681",4.932,80,7.6472
"10682",8.2266,89,7.9617
"10683",7.5726,110,8.1855
"10684",7.63,82,7.7074
"10685",NA,NA,NA
"10686",7.0399,96,7.2804
"10687",NA,NA,NA
"10688",8.1826,100,5.8126
"10689",NA,NA,NA
"10690",NA,NA,NA
"10691",7.041,97,7.742
"10692",7.3303,112,9.0334
"10693",8.7306,103,8.7024
"10694",NA,NA,NA
"10695",8.43829999999999,26,7.683
"10696",7.1444,82,7.9941
"10697",7.8304,99,8.2206
"10698",7.7025,69,8.1652
"10699",7.5974,79,7.8484
"10700",6.0334,88,6.4208
"10701",7.7817,99,7.557
"10702",8.3474,111,8.539
"10703",NA,NA,NA
"10704",8.8593,89,9.1066
"10705",6.6268,93,8.1623
"10706",7.8664,97,8.3598
"10707",8.1079,106,7.7972
"10708",8.6901,98,9.2337
"10709",NA,NA,NA
"10710",NA,NA,NA
"10711",7.8219,89,8.0574
"10712",9.8088,128,9.2851
"10713",7.8074,123,7.2324
"10714",8.4035,108,9.1378
"10715",NA,NA,NA
"10716",8.539,109,7.2762
"10717",6.4116,61,7.2973
"10718",NA,NA,NA
"10719",NA,NA,NA
"10720",7.9413,80,6.8428
"10721",8.1652,109,7.1771
"10722",NA,NA,NA
"10723",NA,NA,NA
"10724",NA,NA,NA
"10725",9.0452,108,8.78419999999999
"10726",7.7089,103,8.806
"10727",8.4824,105,8.9824
"10728",6.6397,95,8.2893
"10729",8.145,75,7.8786
"10730",NA,NA,NA
"10731",NA,NA,NA
"10732",7.8622,86,8.2177
"10733",NA,NA,NA
"10734",8.1229,71,9.2295
"10735",NA,NA,NA
"10736",7.3165,97,8.059
"10737",6.6247,103,8.74479999999999
"10738",NA,NA,NA
"10739",8.8075,95,8.5258
"10740",6.64,92,7.5346
"10741",6.6989,72,6.1553
"10742",NA,NA,NA
"10743",6.4972,77,7.0346
"10744",6.8845,98,5.5652
"10745",7.7745,88,6.8725
"10746",NA,NA,NA
"10747",NA,NA,NA
"10748",7.182,86,NA
"10749",7.386,95,6.7963
"10750",9.0811,115,8.3536
"10751",NA,NA,NA
"10752",8.0994,121,7.9778
"10753",NA,NA,NA
"10754",7.1418,94,7.2868
"10755",8.1993,106,8.203
"10756",8.24109999999999,98,8.9824
"10757",7.0193,103,7.2804
"10758",9.0136,122,9.4543
"10759",7.7848,83,7.6826
"10760",3.5,21,3.75
"10761",8.4834,92,7.6806
"10762",NA,NA,NA
"10763",NA,NA,NA
"10764",7.7558,113,7.654
"10765",NA,NA,NA
"10766",NA,NA,NA
"10767",7.3186,84,7.9833
"10768",NA,NA,NA
"10769",7.9817,97,8.3536
"10770",7.8018,92,7.7025
"10771",7.5804,129,7.7346
"10772",NA,NA,NA
"10773",6.8608,89,7.1569
"10774",NA,NA,NA
"10775",NA,NA,NA
"10776",NA,NA,NA
"10777",NA,NA,NA
"10778",NA,NA,NA
"10779",7.3944,77,7.767
"10780",NA,NA,NA
"10781",NA,NA,NA
"10782",8.5253,103,9.0351
"10783",NA,NA,NA
"10784",NA,NA,NA
"10785",NA,NA,NA
"10786",NA,NA,NA
"10787",NA,NA,NA
"10788",NA,NA,NA
"10789",NA,NA,NA
"10790",NA,NA,NA
"10791",NA,NA,NA
"10792",7.5678,91,7.0911
"10793",8.1107,102,8.3598
"10794",NA,NA,NA
"10795",6.89,85,7.6806
"10796",6.9642,129,7.9429
"10797",8.3412,82,8.5193
"10798",7.8952,105,8.5656
"10799",8.6059,92,8.9593
"10800",8.3567,87,7.6806
"10801",8.204,99,8.7698
"10802",6.6838,80,7.9833
"10803",NA,NA,NA
"10804",7.3472,85,7.8048
"10805",NA,NA,NA
"10806",NA,NA,NA
"10807",8.8728,120,9.1209
"10808",NA,NA,NA
"10809",4,68,8.26819999999999
"10810",7.9421,96,7.3878
"10811",NA,NA,NA
"10812",8.9022,121,8.8611
"10813",6.9174,89,6.7161
"10814",NA,NA,NA
"10815",NA,NA,NA
"10816",7.2428,77,4.125
"10817",NA,NA,NA
"10818",8.27129999999999,103,8.1797
"10819",6.534,83,6.2982
"10820",8.2791,84,8.8352
"10821",8.0057,106,8.5723
"10822",7.3153,104,8.7059
"10823",NA,NA,NA
"10824",7.0278,97,7.611
"10825",NA,NA,NA
"10826",6.7195,100,7.1569
"10827",6.3797,91,7.3856
"10828",7.7028,106,8.1886
"10829",7.2931,102,7.8201
"10830",NA,NA,NA
"10831",7.8213,122,7.5292
"10832",NA,NA,NA
"10833",8.27729999999999,90,7.5775
"10834",8.3847,78,8.24429999999999
"10835",7.1629,92,6.9604
"10836",8.3351,90,8.6234
"10837",NA,NA,NA
"10838",8.2591,97,8.5225
"10839",NA,NA,NA
"10840",6.2717,83,6.7769
"10841",8.9756,93,8.5523
"10842",NA,NA,NA
"10843",7.7015,123,8.6263
"10844",8.3746,118,8.4225
"10845",7.8492,62,7.387
"10846",7.2064,102,7.3944
"10847",7.4799,113,8.7024
"10848",8.5739,88,8.8797
"10849",NA,NA,NA
"10850",7.1328,114,8.7306
"10851",7.815,91,8.24429999999999
"10852",NA,NA,NA
"10853",7.9356,103,5.3599
"10854",NA,NA,NA
"10855",6.8609,89,5
"10856",9.0918,96,7.103
"10857",8.5062,111,8.4479
"10858",NA,NA,NA
"10859",7.3996,98,7.2449
"10860",NA,NA,NA
"10861",NA,NA,NA
"10862",6.5931,74,7.9031
"10863",7.38,83,7.4408
"10864",8.26819999999999,71,6.7875
"10865",NA,NA,NA
"10866",8.5578,114,9.1174
"10867",8.0257,105,8.5127
"10868",7.1303,122,8.8537
"10869",7.627,111,8.043
"10870",5.6311,83,4.125
"10871",NA,NA,NA
"10872",7.8926,138,8.1507
"10873",8.5827,81,6.9083
"10874",NA,NA,NA
"10875",NA,NA,NA
"10876",NA,NA,NA
"10877",3.75,62,8.3228
"10878",NA,NA,NA
"10879",8.2399,105,9.1095
"10880",NA,NA,NA
"10881",9.3728,107,9.0215
"10882",8.0288,101,8.9022
"10883",8.6641,111,6.7143
"10884",7.6907,124,6.925
"10885",8.2533,100,8.6366
"10886",6.7476,89,4.875
"10887",NA,NA,NA
"10888",8.11809999999999,96,9.1053
"10889",7.5086,94,8.2833
"10890",7.5459,88,8.1913
"10891",NA,NA,NA
"10892",NA,NA,NA
"10893",7.2935,94,8.998
"10894",7.1528,99,6.1708
"10895",6.7963,88,5.4072
"10896",NA,NA,NA
"10897",7.0062,95,8.4288
"10898",7.88,118,7.63
"10899",7.3379,80,6.901
"10900",7.9693,91,6.6989
"10901",7.6531,129,7.5384
"10902",8.2803,100,8.3289
"10903",9.0333,92,8.9022
"10904",NA,NA,NA
"10905",8.2334,112,8.2803
"10906",7.2815,69,6.4755
"10907",9.20429999999999,70,9.1543
"10908",8.4416,95,7.6976
"10909",7.4452,93,5.7005
"10910",6.6639,106,8.998
"10911",NA,NA,NA
"10912",NA,NA,NA
"10913",7.7896,111,8.4406
"10914",NA,NA,NA
"10915",NA,NA,NA
"10916",7.8551,95,8.2054
"10917",9.75,127,8.4672
"10918",7.6361,106,7.9456
"10919",7.5851,62,8.6773
"10920",8.4352,129,8.3722
"10921",NA,NA,NA
"10922",8.4208,84,8.8023
"10923",7.8523,70,8.4834
"10924",NA,NA,NA
"10925",7.755,99,7.8613
"10926",NA,NA,NA
"10927",8.9301,121,9.4314
"10928",7.5639,82,7.762
"10929",8.3574,109,8.8352
"10930",NA,NA,NA
"10931",7.7769,91,8.0994
"10932",NA,NA,NA
"10933",NA,NA,NA
"10934",8.1919,103,9.1667
"10935",8.4288,118,8.549
"10936",7.9536,90,8.0741
"10937",6.3838,102,6.2658
"10938",5.943,60,7.249
"10939",9.1209,85,9.2295
"10940",NA,NA,NA
"10941",NA,NA,NA
"10942",NA,NA,NA
"10943",8.4384,109,8.8872
"10944",6.8451,98,6.3993
"10945",8.1284,106,7.2464
"10946",7.6854,100,8.0685
"10947",8.1016,89,8.168
"10948",NA,NA,NA
"10949",NA,NA,NA
"10950",7.8136,81,8.9554
"10951",NA,NA,NA
"10952",8.9004,114,7.8874
"10953",6.8356,103,7.5017
"10954",6.7532,72,6.6938
"10955",7.2803,106,8.2236
"10956",NA,NA,NA
"10957",NA,NA,NA
"10958",NA,NA,NA
"10959",6.4712,86,NA
"10960",8.6815,81,7.47
"10961",7.9282,89,8.5456
"10962",8.2628,113,8.5456
"10963",6.2952,85,6.4071
"10964",6.3385,98,7.0289
"10965",9.13429999999999,99,8.6884
"10966",8.3943,106,7.8717
"10967",NA,NA,NA
"10968",8.3661,120,9.0007
"10969",NA,NA,NA
"10970",7.7755,109,7.5944
"10971",8.2009,100,8.6332
"10972",NA,NA,NA
"10973",8.1856,105,6.5394
"10974",7.919,125,8.1594
"10975",NA,NA,NA
"10976",7.6516,99,8.5523
"10977",NA,NA,NA
"10978",8.168,126,8.9708
"10979",NA,NA,NA
"10980",8.3156,106,7.8979
"10981",NA,NA,NA
"10982",7.0241,109,7.6879
"10983",8.0318,83,8.0518
"10984",NA,NA,NA
"10985",7.22,113,5.685
"10986",8.6522,93,8.713
"10987",6.2232,105,7.8381
"10988",7.1797,111,8.1565
"10989",NA,NA,NA
"10990",NA,NA,NA
"10991",7.747,120,7.9483
"10992",6.651,92,6.7043
"10993",NA,NA,NA
"10994",8.338,102,9.4773
"10995",2,62,7.5014
"10996",7.2595,86,7.9563
"10997",NA,NA,NA
"10998",NA,NA,NA
"10999",8.6956,111,8.9478
"11000",7.7797,93,8.125
"11001",8.1051,96,9.4819
"11002",8.652,95,9.0097
"11003",6.5332,97,8.6502
"11004",8.4672,104,9.3111
"11005",8.0214,133,7.4994
"11006",7.2914,117,8.539
"11007",7.0817,94,8.5924
"11008",8.6377,111,8.6849
"11009",2.5,56,7.8732
"11010",7.7755,99,8.2325
"11011",NA,NA,NA
"11012",NA,NA,NA
"11013",7.3987,98,5
"11014",7.9163,90,7.9778
"11015",4.9415,62,NA
"11016",7.9376,91,7.4971
"11017",NA,NA,NA
"11018",NA,NA,NA
"11019",7.9941,89,8.6469
"11020",6.7836,64,6.3515
"11021",8.3229,119,7.6685
"11022",8.2628,69,8.1677
"11023",8.3556,88,8.9902
"11024",8.005,109,7.8074
"11025",7.8636,102,8.203
"11026",NA,NA,NA
"11027",NA,NA,NA
"11028",NA,NA,NA
"11029",9.0211,109,9.0215
"11030",6.8123,74,6.6313
"11031",NA,NA,NA
"11032",7.236,86,7.5407
"11033",7.103,78,8.3815
"11034",7.4364,111,7.175
"11035",NA,NA,NA
"11036",NA,NA,NA
"11037",NA,NA,NA
"11038",NA,NA,NA
"11039",7.4837,107,7.8718
"11040",NA,NA,NA
"11041",5.7237,88,7.6854
"11042",8.777,96,8.5891
"11043",NA,NA,NA
"11044",NA,NA,NA
"11045",7.7003,89,7.101
"11046",7.4562,62,8.6884
"11047",6.6222,58,5.6007
"11048",6.9058,94,7.3186
"11049",7.757,85,8.9941
"11050",7.4928,100,8.2059
"11051",6.3713,98,7.543
"11052",NA,NA,NA
"11053",8.2824,112,9.3802
"11054",NA,NA,NA
"11055",8.0085,104,8.3015
"11056",NA,NA,NA
"11057",NA,NA,NA
"11058",NA,NA,NA
"11059",8.1075,99,9.3773
"11060",7.8743,102,6.9511
"11061",6.207,85,5
"11062",NA,NA,NA
"11063",8.3102,60,8.5623
"11064",9.75,80,8.3022
"11065",NA,NA,NA
"11066",7.5663,93,6.1851
"11067",8.3812,99,7.4881
"11068",7.3778,109,7.3812
"11069",NA,NA,NA
"11070",7.366,97,8.3795
"11071",7.8773,106,8.0518
"11072",6.6775,84,6.9906
"11073",NA,NA,NA
"11074",7.4042,112,7.6685
"11075",NA,NA,NA
"11076",NA,NA,NA
"11077",8.8723,92,9.1536
"11078",8.713,110,9.7595
"11079",7.2323,83,7.9941
"11080",NA,NA,NA
"11081",NA,NA,NA
"11082",7.2267,113,8.7734
"11083",NA,NA,NA
"11084",8.5062,98,8.579
"11085",8.049,61,8.125
"11086",7.47,97,8.4834
"11087",6.8936,110,7.8329
"11088",7.7208,109,7.9402
"11089",2.25,24,3.5
"11090",7.3422,110,8.5623
"11091",NA,NA,NA
"11092",7.492,89,7.4497
"11093",8.8925,106,8.9786
"11094",NA,NA,NA
"11095",7.6295,93,8.6469
"11096",NA,NA,NA
"11097",NA,NA,NA
"11098",NA,NA,NA
"11099",6.761,88,7.6061
"11100",7.1849,81,7.8381
"11101",NA,NA,NA
"11102",7.7993,91,8.6745
"11103",6.8105,77,8.0132
"11104",7.3016,103,7.4767
"11105",NA,NA,NA
"11106",NA,102,NA
"11107",7.9058,115,9.0019
"11108",8.0077,103,8.6572
"11109",NA,NA,NA
"11110",NA,NA,NA
"11111",8.64469999999999,96,7.8979
"11112",NA,NA,NA
"11113",NA,NA,NA
"11114",NA,NA,NA
"11115",NA,NA,NA
"11116",NA,NA,NA
"11117",7.1348,91,6.4306
"11118",NA,NA,NA
"11119",7.2159,124,7.47
"11120",7.5686,107,7.4835
"11121",8.6665,77,8.6572
"11122",8.5992,96,6.9529
"11123",3.875,89,4.75
"11124",NA,NA,NA
"11125",NA,NA,NA
"11126",5.4303,74,6.6064
"11127",7.0892,103,7.767
"11128",5.2294,86,7.1069
"11129",7.2426,84,7.4208
"11130",NA,NA,NA
"11131",7.2871,115,7.5177
"11132",8.876,93,8.2954
"11133",6.9969,84,6.8392
"11134",NA,NA,NA
"11135",8.6198,99,9.0611
"11136",NA,NA,NA
"11137",NA,NA,NA
"11138",7.5466,92,8.595
"11139",NA,NA,NA
"11140",8.0344,103,8.6919
"11141",9.065,97,8.8947
"11142",8.464,97,7.6709
"11143",8.948,143,8.7519
"11144",7.6838,81,6.179
"11145",6.8714,85,8.4672
"11146",7.4618,107,8.9593
"11147",NA,NA,NA
"11148",8.5891,100,9.2894
"11149",8.3627,101,9.4405
"11150",7.6652,83,8.4511
"11151",6.7982,114,8.4899
"11152",NA,NA,NA
"11153",8.7678,106,8.4479
"11154",8.5456,108,6.9473
"11155",8.5723,98,8.7235
"11156",7.1157,90,7.2469
"11157",8.4193,91,8.967
"11158",7.6137,99,8.2893
"11159",8.1598,101,8.3815
"11160",7.2672,95,7.2532
"11161",NA,NA,NA
"11162",8.806,108,8.7059
"11163",8.6745,102,8.3753
"11164",7.499,107,8.0853
"11165",NA,NA,NA
"11166",NA,NA,NA
"11167",NA,NA,NA
"11168",7.035,83,7.2825
"11169",8.464,102,9.2837
"11170",6.9485,92,7.8717
"11171",NA,NA,NA
"11172",8.2529,97,8.8228
"11173",NA,NA,NA
"11174",8.3342,102,8.5062
"11175",7.8236,94,9.077
"11176",8.8023,104,8.0132
"11177",NA,NA,NA
"11178",NA,NA,NA
"11179",7.8299,121,8.091
"11180",8.873,127,9.2507
"11181",8.0517,86,6.5217
"11182",8.3847,88,8.2384
"11183",6.5593,103,8.5556
"11184",8.059,61,8.5193
"11185",9.1958,100,8.6607
"11186",NA,NA,NA
"11187",6.8845,106,8.26819999999999
"11188",7.0813,99,7.3272
"11189",7.2129,70,8.21179999999999
"11190",8.4776,103,8.5258
"11191",NA,NA,NA
"11192",6.7463,134,7.9536
"11193",7.6709,111,8.4931
"11194",6.8943,98,6.7281
"11195",7.4883,107,7.642
"11196",7.5616,81,7.5663
"11197",7.8978,95,7.8099
"11198",7.2345,110,9.3684
"11199",NA,NA,NA
"11200",7.8815,91,8.1536
"11201",8.777,83,8.4624
"11202",NA,NA,NA
"11203",7.2983,51,7.747
"11204",NA,NA,NA
"11205",NA,NA,NA
"11206",NA,NA,NA
"11207",NA,NA,NA
"11208",NA,NA,NA
"11209",NA,NA,NA
"11210",NA,NA,NA
"11211",7.8926,95,7.7272
"11212",NA,NA,NA
"11213",7.8536,97,NA
"11214",NA,NA,NA
"11215",8.0881,100,8.3474
"11216",7.2312,91,7.8381
"11217",NA,NA,NA
"11218",7.2468,111,8.74119999999999
"11219",NA,NA,NA
"11220",NA,NA,NA
"11221",NA,NA,NA
"11222",NA,NA,NA
"11223",NA,NA,NA
"11224",7.379,90,6.7075
"11225",8.5944,111,8.9561
"11226",7.0868,103,7.8868
